11533280001378436799,2
11505461001374991085,3
11494447001373657212,4
11491352001373285400,3
11482221001372115299,1
11480757001371907259,1
11480756001371907124,1
11473944001371082000,6
11450718001368163361,4
11445183001367522748,1
11304591001367590761,1
11438731001366728724,1
11438654001366719261,1
11438537001366705400,1
10452819001366768199,1
11387753001362423536,3
11387587001362384185,4
11387753001360318048,2
11387587001360297648,3
11387406001360276212,1
11387405001360276024,1
11387403001360275824,1
11387401001360275673,1
11387399001360275499,1
11387398001360275373,1
11387397001360275248,1
11387396001360275112,1
11387395001360275097,1
11327027001352640912,3
11309202001350435299,1
11309201001350435173,1
11309199001350434959,1
11309198001350434824,1
11309197001350434799,1
11309196001350434673,1
11309194001350434412,1
11309193001350434397,1
11309192001350434261,1
11309191001350434136,1
11309190001350433999,1
11309188001350433636,1
11309187001350433500,1
11309186001350433485,1
11309185001350433359,1
11309183001350433199,1
11309182001350433073,1
11309181001350432999,1
11309180001350432873,1
11309179001350432799,1
11304591001349938661,1
11304160001349891785,4
11304023001349875924,1
11303992001349872159,1
11303915001349862848,1
11302140001349655924,3
11123582001349474973,3
10935102001349508059,3
10664553001349523600,3
10386527001349545000,4
10072603001349586412,3
11288431001348041936,1
11238437001342143112,1
11238412001342140548,1
11222596001340105200,1
11222594001340105059,1
11222592001340104859,1
11222590001340104699,1
11222587001340104373,1
11222586001340104248,1
11222585001340104112,1
11222584001340104097,1
11222583001340103859,1
11222582001340103724,1
11222581001340103699,1
11222580001340103573,1
11222579001340103499,1
11222577001340103248,1
11222575001340103097,1
11222573001340102897,1
11222571001340102636,1
11222570001340102500,1
11222569001340102436,1
11222567001340102285,1
11222566001340102159,1
11222564001340101959,1
11222563001340101824,1
11222559001340101473,1
11222558001340101348,1
11222556001340101197,1
11222555001340101061,1
11222554001340100997,1
11222553001340100861,1
11222552001340100736,1
11222551001340100600,1
11222550001340100585,1
11222549001340100400,1
11222547001340100259,1
11222544001340099912,1
11222543001340099897,1
11222541001340099636,1
11216914001339506112,1
11197798001337299285,1
11197794001337298824,1
11197783001337297736,1
11197775001337296924,1
11197766001337295861,1
11197764001337295600,1
11197707001337293585,1
11197707001337286699,1
11197706001337286573,1
11197678001337283699,1
11197668001337282400,1
11197655001337280997,1
11197644001337279761,1
11187634001336138685,4
11187631001336138399,4
11187628001336138073,4
11187398001336109897,1
11187339001336103359,1
11187282001336097036,1
11187221001336089400,1
11187149001336080512,1
11187045001336068312,1
11186955001336057697,1
11191824001336634973,3
11186858001336046036,1
11186628001336014361,1
11186460001335995573,1
11182271001335473936,1
11182270001335473800,1
11182269001335473736,1
11159657001332766248,1
11135602001330076899,1
11135601001330076773,1
11135599001330076599,1
11135598001330076473,1
11135597001330076348,1
11135596001330076212,1
11135595001330076197,1
11135594001330076061,1
11135593001330075997,1
11135592001330075861,1
11135591001330075736,1
11135590001330075600,1
11135589001330075536,1
11135588001330075400,1
11135574001330074036,1
11135573001330073961,1
11135572001330073836,1
11135570001330073685,1
11135569001330073448,1
11135568001330073312,1
11135567001330073297,1
11135566001330073161,1
11135565001330073036,1
11135564001330072961,1
11135563001330072836,1
11132408001329713512,1
11123582001328682712,3
11103550001326370536,5
11100866001326050800,4
11040503001318806173,3
11038098001318513461,3
10999990001313772397,3
10954686001307952885,3
10935102001305471497,3
10894848001300598073,1
10883162001299135448,3
10869740001297544248,1
10869739001297544173,1
10869738001297544048,1
10869737001297543973,1
10869736001297543848,1
10869735001297543712,1
10869734001297543697,1
10869733001297543561,1
10869732001297543436,1
10869731001297543300,1
10869730001297543285,1
10869729001297543100,1
10869728001297543085,1
10869727001297542900,1
10869726001297542885,1
10869724001297542624,1
10869723001297542599,1
10869721001297542348,1
10869720001297542212,1
10869719001297542148,1
10859606001296332736,1
10823407001292164497,1
10823405001292164173,1
10823399001292163197,1
10823398001292162897,1
10823396001292161948,1
10820785001291853597,1
10779279001287009800,1
10779279001286972459,1
10751958001283774573,3
10750895001283642424,1
10711267001279365059,1
10711267001279061899,6
10710297001279362461,1
10710297001278932785,1
10707261001279361561,1
10707246001279556461,1
10707217001279559659,1
10715907001279612761,6
10715343001279548124,1
10714176001279412412,1
10713746001279360359,1
10456656001279090461,3
10301890001279137436,3
09848752001279214348,3
10707683001278568961,2
10707261001278512961,1
10707246001278511359,1
10707217001278508359,1
10664553001273094712,3
10653778001271706324,4
10629875001268579112,1
10629874001268579097,1
10629873001268578859,1
10629872001268578724,1
10601902001268018012,4
10601577001268603300,4
10601577001268038773,4
10610463001266117061,2
10601902001264991448,2
10601577001264955148,2
10532710001256820900,3
10532608001256809999,3
10517355001254809985,4
10517313001254805197,4
10503152001253120199,1
10495796001252216336,2
10495791001252215859,2
10495783001252214985,2
10495778001252214499,2
10495769001252213561,2
10495764001252212859,2
10495753001252211536,2
10495745001252210724,2
10495735001252209561,2
10495722001252208159,2
10495712001252206859,2
10479838001250202561,4
10468794001248892461,4
10468783001248891148,4
10456656001247386673,2
10454038001247070512,6
10452819001246932659,2
10447093001246225399,3
10447066001246222236,3
10446801001246191448,4
10445067001245994312,3
10444588001245933785,3
10439401001245276385,3
10438671001245187836,3
10438015001245114700,3
10437800001245084559,3
10435715001244841612,3
10435466001244815736,3
10434821001244746659,3
10401568001240536048,4
10386527001238645024,4
10351939001234734900,2
10351793001234719385,2
10351758001234715573,2
10301890001228979248,2
10289906001227583173,1
10289904001227582973,1
10289901001227582697,1
10289894001227581936,1
10289892001227581785,1
10289879001227580497,1
10289878001227580361,1
10289872001227579785,1
10289847001227577100,1
10289845001227576900,1
10289842001227576624,1
10289840001227576473,1
10289833001227575624,1
10289832001227575599,1
10289827001227575012,1
10289826001227574948,1
10288589001227443036,1
10272145001224838600,1
10247007001221855297,4
10238657001220763224,1
10209205001217270824,6
10168907001216454161,1
10168907001216452036,1
10195409001215610959,4
10193065001215324859,4
10185857001214490699,3
10184913001214381548,3
10184802001214369061,3
10168928001212355597,2
10168928001212354159,2
10168907001212351248,1
10124309001206956585,4
10124306001206956299,4
10124304001206956048,4
10124302001206955785,4
10124296001206955199,4
10124293001206954873,4
10124290001206954424,4
10072603001206767712,3
10115593001205875799,1
10115592001205875673,1
10115590001205875412,1
10115589001205875348,1
10115585001205874997,1
10115584001205874861,1
10115582001205874600,1
10115580001205874397,1
10105274001204646400,4
10100735001203603324,1
10100734001203603299,1
10100733001203603173,1
10100732001203603048,1
10100730001203602848,1
10100729001203602773,1
10100728001203602648,1
10100726001203602497,1
10068707001199712373,2
10072603001200158348,3
10042629001196531285,1
10042628001196531159,1
10042621001196530412,1
10042620001196530397,1
10042619001196530212,1
10029873001194914559,1
10029872001194914424,1
10029871001194914399,1
10029869001194914199,1
10029868001194914073,1
10019499001193519224,1
09972338001187861859,1
09972337001187861724,1
09972334001187861385,1
09972331001187861099,1
09972330001187860924,1
09972328001187860724,1
09964078001186902548,6
09960997001186109948,1
09960996001186109812,1
09960995001186109797,1
09960992001186109400,1
09960991001186109385,1
09960990001186109259,1
09961827001186225285,2
09958134001186122124,3
09958134001185971024,2
09958134001185919612,3
09958134001185778173,2
09940315001183668948,6
09935047001182925599,1
09921127001181122885,4
09920330001181039412,4
09920330001181036761,4
09920330001181032097,4
09920309001181029748,4
09905707001179208736,1
09905705001179208585,1
09905704001179208459,1
09905703001179208324,1
09905702001179208299,1
09905700001179208048,1
09905699001179207959,1
09905852001179224259,1
09905845001179223573,1
09905843001179223312,1
09905697001179207799,1
09905696001179207673,1
09905841001179223161,1
09905840001179223036,1
09905838001179222724,1
09905835001179222448,1
09905834001179222312,1
09905833001179222297,1
09806971001167166024,1
09806970001167165959,1
09806968001167165759,1
09806967001167165624,1
09786841001164773559,1
09786838001164773224,1
09786837001164773199,1
09786835001164772999,1
09719666001156673773,1
09719665001156673648,1
09676708001151489100,1
09676707001151489085,1
09211822001099014097,1
09148285001091723659,1
09126889001089215548,1
09016553001076171497,1
09016552001076171361,1
09016551001076171236,1
