12212506001459165499,3
12168204001453845912,4
12154873001452279685,1
11988793001432559485,3
11987109001432323773,1
11889276001420915473,1
11885653001420506924,2
11853535001416657973,6
11547955001380201397,1
11544279001379749173,1
09848752001172191412,2
09817225001168377159,1
09817222001168376824,1
09786951001164784724,1
09764940001162049200,1
09764939001162049136,1
09726996001157602612,6
09726726001157573285,1
09700210001154331661,1
09686601001152623173,1
09686598001429275673,1
09686598001152622824,1
09683882001152315985,1
09676708001429246136,1
09559143001137594636,1
09448306001125088597,7
09355334001114708361,2
09355095001114682048,2
09354327001114591385,2
09354272001114583936,2
09354228001114577948,2
09354174001114572197,2
09354004001114551099,2
09353872001114528836,2
09281846001106831212,4
09214122001099288561,1
09116629001435099336,1
09116629001087986712,2
09686601001429265759,1
09676707001429230259,1
11884842001420445085,3
11884842001420412297,3
11844039001415472959,3
09601790001415604159,1
11821994001415231285,1
11832213001414010899,1
11832179001414007285,1
11832151001414004199,1
11829589001413686500,3
11829673001413695259,1
11829541001413681797,3
11829509001413678524,3
11829480001413675636,3
11821994001412721659,2
11787556001408726159,3
11778336001407605612,1
11762021001405705824,4
11744207001403605597,1
11744205001403605336,1
11744204001403605200,1
11744202001403605059,1
11744201001403604985,1
11744200001403604859,1
11744198001403604512,1
11744197001403604497,1
11744196001403604361,1
11744195001403604236,1
11744194001403604100,1
11744193001403604085,1
11744192001403603900,1
11744191001403603885,1
11700665001398521524,4
11697983001398206624,4
11697978001398206148,4
11698903001398308912,3
11686623001396917461,4
11679251001396016559,3
11645471001391873436,4
11567598001382619424,1
11550655001380511000,3
11542084001379500000,1
11542083001379499924,1
11542082001379499899,1
11542081001379499773,1
11542079001379499573,1
11542078001379499448,1
11542076001379499297,1
11542074001379499036,1
11542073001379498961,1
11542072001379498836,1
11542070001379498685,1
11542069001379498500,1
11542066001379498224,1
11542065001379498199,1
11542064001379498073,1
11542063001379497999,1
11542062001379497873,1
11542061001379497748,1
11542059001379497548,1
11542057001379497397,1
11542055001379497136,1
11542054001379497000,1
11542053001379496936,1
11542051001379496785,1
11542050001379496659,1
11542049001379496585,1
11542035001379494936,1
11541986001379488912,1
11541926001379482124,1
11541825001379469397,1
